indice,date_partido,local,visita,prediccion,correcto,multiplicador
tenis,12/02/2018,Daniil Medvedev,Jonathan Eysseric,Jonathan Eysseric,1,1.07
tenis,12/02/2018,Thomaz Bellucci,Juan Ignacio Galarza,-,0,1.18
tenis,12/02/2018,Jordan Thompson,Karim Mohamed Maamoun,Karim Mohamed Maamoun,1,1.13
tenis,12/02/2018,Philip Davydenko,Kevin Krawietz,-,0,1.13
tenis,12/02/2018,Enrique Lopez Perez,Kimmer Coppejans,-,0,1.09
tenis,12/02/2018,Adrian Menendez Maceiras,Liam Broady,-,0,1.03
tenis,12/02/2018,Arjun Kadhe,Luca Margaroli,Luca Margaroli,1,1.13
tenis,12/02/2018,Maximilian Marterer,Luca Vanni,-,0,1.16
tenis,12/02/2018,Tobias Kamke,Malek Jaziri,-,0,1.21
tenis,12/02/2018,Constant Lestienne,Mathias Bourgue,-,0,1.01
tenis,12/02/2018,Ricardas Berankis,Matthias Bachinger,-,0,1.11
tenis,12/02/2018,Tim Smyczek,Michael Mmoh,-,0,1.17
tenis,12/02/2018,Wishaya Trongcharoenchaikul,N Sriram Balaji,-,0,1.25
tenis,12/02/2018,Daniil Medvedev,Nicolas Mahut,-,0,1.13
tenis,12/02/2018,Mathias Bourgue,Norbert Gombos,-,0,1.01
tenis,12/02/2018,Stefano Travaglia,Peter Polansky,-,0,1.18
tenis,12/02/2018,Guilherme Clezar,Renzo Olivo,-,0,1.05
tenis,12/02/2018,Pierre Hugues Herbert,Ricardas Berankis,-,0,1.06
tenis,12/02/2018,Arjun Kadhe,Saketh Myneni,-,0,1
tenis,12/02/2018,Andreas Seppi,Scott Griekspoor,-,0,1.14
tenis,12/02/2018,Sidharth Rawat,Shahbaaz Khan,Shahbaaz Khan,1,1
tenis,12/02/2018,Yuki Bhambri,Sidharth Rawat,-,0,1.24
tenis,12/02/2018,Antoine Escoffier,Sumit Nagal,-,0,1.03
tenis,12/02/2018,Facundo Bagnis,Tennys Sandgren,-,0,1.17
tenis,12/02/2018,Stefano Travaglia,Tim Smyczek,-,0,1.16
tenis,12/02/2018,Constant Lestienne,Tobias Kamke,-,0,1.17
tenis,12/02/2018,Luca Vanni,Tomislav Brkic,-,0,1.12
tenis,12/02/2018,Pierre Hugues Herbert,Uladzimir Ignatik,-,0,1.02
tenis,12/02/2018,Tobias Kamke,Vaclav Safranek,-,0,1.03
tenis,12/02/2018,Sidharth Rawat,Vishnu Vardhan,-,0,1.21
tenis,12/02/2018,Jordan Thompson,Wishaya Trongcharoenchaikul,Wishaya Trongcharoenchaikul,1,1.2
tenis,12/02/2018,Yuki Bhambri,Yasutaka Uchiyama,-,0,1.08
tenis,12/02/2018,Jordan Thompson,Yuki Bhambri,-,0,1.19
tenis,19/02/2018,Jurgen Zopp,Adam Pavlasek,-,0,1.17
tenis,19/02/2018,Filippo Baldi,Adrian Bodmer,-,0,1.18
tenis,19/02/2018,Peter Polansky,Adrian Menendez Maceiras,-,0,1.04
tenis,19/02/2018,Ernests Gulbis,Aldin Setkic,-,0,1.17
tenis,19/02/2018,Evan Song,Alejandro Mendoza,-,0,1.16
tenis,19/02/2018,Roberto Carballes Baena,Alessandro Giannessi,Alessandro Giannessi,1,1.18
tenis,19/02/2018,Andrea Basso,Alessandro Petrone,Alessandro Petrone,1,1.17
tenis,19/02/2018,Dennis Novikov,Alexander Sarkissian,-,0,1.14
tenis,19/02/2018,Emilio Gomez,Alexios Halebian,Alexios Halebian,1,1.22
tenis,19/02/2018,Stefano Napolitano,Andrea Arnaboldi,-,0,1.01
tenis,19/02/2018,Gianluigi Quinzi,Andrea Basso,-,0,1.2
tenis,19/02/2018,Thanasi Kokkinakis,Andrej Martin,-,0,1.22
tenis,19/02/2018,Go Soeda,Andrew Whittington,-,0,1.14
tenis,19/02/2018,Dennis Novikov,Ante Pavic,-,0,1.09
tenis,19/02/2018,Cheong Eui Kim,Arata Onozawa,-,0,1.07
tenis,19/02/2018,Roberto Cid,Austin Krajicek,-,0,1.02
tenis,19/02/2018,Ramkumar Ramanathan,Bjorn Fratangelo,-,0,1.17
tenis,19/02/2018,Emilio Gomez,Boris Arias,Boris Arias,1,1.21
tenis,19/02/2018,John Millman,Brydan Klein,Brydan Klein,1,1.08
tenis,19/02/2018,John Patrick Smith,Cameron Norrie,-,0,1.04
tenis,19/02/2018,Thanasi Kokkinakis,Carlos Boluda Purkiss,-,0,1.19
tenis,19/02/2018,Dennis Novikov,Christian Garin,-,0,1.03
tenis,19/02/2018,Marc Sieber,Daniel Masur,-,0,1.06
tenis,19/02/2018,John Millman,Di Wu,Di Wu,1,1.06
tenis,19/02/2018,Kevin King,Emilio Gomez,-,0,1.09
tenis,19/02/2018,Christian Garin,Evan King,-,0,1.08
tenis,19/02/2018,Luis David Martinez,Federico Zeballos,-,0,1.22
tenis,19/02/2018,Federico Zeballos,Fernando Romboli,-,0,1.22
tenis,19/02/2018,Uladzimir Ignatik,Filip Horansky,-,0,1.03
tenis,19/02/2018,Sebastian Fanselow,Franco Agamenone,-,0,1.18
tenis,19/02/2018,Andrea Arnaboldi,Gianluigi Quinzi,-,0,1.16
tenis,19/02/2018,Andrea Arnaboldi,Gleb Sakharov,-,0,1.16
tenis,19/02/2018,Alessandro Giannessi,Guilherme Clezar,-,0,1.08
tenis,19/02/2018,Franco Skugor,Henri Laaksonen,-,0,1.2
tenis,19/02/2018,Naoki Nakagawa,Hiroki Moriya,-,0,1.07
tenis,19/02/2018,Luke Saville,Hiroyasu Ehara,-,0,1.1
tenis,19/02/2018,Ruben Bemelmans,Javier Marti,-,0,1.16
tenis,19/02/2018,Filip Horansky,Jeremy Jahn,-,0,1.22
tenis,19/02/2018,Marco Cecchinato,Joao Domingues,Joao Domingues,1,1.06
tenis,19/02/2018,Carlos Berlocq,Joao Souza,Joao Souza,1,1
tenis,19/02/2018,John Millman,Jordan Thompson,-,0,1.05
tenis,19/02/2018,Gastao Elias,Jose Pereira,Jose Pereira,1,1.07
tenis,19/02/2018,Evan King,Jose Rubin Statham,-,0,1.24
tenis,19/02/2018,Jordan Thompson,Kaichi Uchida,Kaichi Uchida,1,1.1
tenis,19/02/2018,Shinta Fujii,Kento Takeuchi,-,0,1
tenis,19/02/2018,Pedja Krstin,Kevin King,-,0,1.24
tenis,19/02/2018,Jordan Thompson,Konstantin Kravchuk,Konstantin Kravchuk,1,1.08
tenis,19/02/2018,Cameron Norrie,Liam Broady,-,0,1.21
tenis,19/02/2018,Takanyi Garanganga,Luca Margaroli,Luca Margaroli,1,1.15
tenis,19/02/2018,Jurgen Zopp,Luca Vanni,-,0,1.23
tenis,19/02/2018,Filip Horansky,Luca Vanni,-,0,1.16
tenis,19/02/2018,Emilio Gomez,Luis David Martinez,-,0,1.11
tenis,19/02/2018,Alejandro Gonzalez,Luis Patino,-,0,1.24
tenis,19/02/2018,Yuuya Kibi,Luke Saville,-,0,1.08
tenis,19/02/2018,Alexander Sarkissian,Manuel Sanchez,-,0,1.05
tenis,19/02/2018,Yannick Jankovits,Marc Sieber,-,0,1.21
tenis,19/02/2018,Sebastian Fanselow,Marcelo Arevalo,-,0,1.02
tenis,19/02/2018,Laurynas Grigelis,Marco Bortolotti,Marco Bortolotti,1,1.01
tenis,19/02/2018,Christian Garin,Marinko Matosevic,-,0,1.08
tenis,19/02/2018,Sergiy Stakhovsky,Matthias Bachinger,-,0,1.18
tenis,19/02/2018,Tobias Kamke,Michal Przysiezny,Michal Przysiezny,1,1.12
tenis,19/02/2018,Filip Horansky,Mick Lescure,-,0,1.01
tenis,19/02/2018,Bjorn Fratangelo,Mitchell Krueger,-,0,1.11
tenis,19/02/2018,Dennis Novikov,Pedja Krstin,-,0,1.18
tenis,19/02/2018,Renzo Olivo,Pedro Sousa,-,0,1.08
tenis,19/02/2018,Franco Skugor,Peter Polansky,-,0,1.15
tenis,19/02/2018,Tim Puetz,Prajnesh Gunneswaran,-,0,1.02
tenis,19/02/2018,Kenny De Schepper,Quentin Halys,-,0,1.09
tenis,19/02/2018,Marco Cecchinato,Renzo Olivo,Renzo Olivo,1,1.2
tenis,19/02/2018,Pedja Krstin,Roberto Cid,-,0,1.05
tenis,19/02/2018,Franco Agamenone,Roberto Maytin,-,0,1.19
tenis,19/02/2018,Dennis Novikov,Roberto Ortega Olmedo,-,0,1.04
tenis,19/02/2018,Andrej Martin,Roberto Quiroz,-,0,1.02
tenis,19/02/2018,Sebastian Fanselow,Ruan Roelofse,-,0,1.25
tenis,19/02/2018,Ruan Roelofse,Ruben Gonzales,-,0,1.09
tenis,19/02/2018,Zhe Li,Ryota Kishi,-,0,1.23
tenis,19/02/2018,Alexander Sarkissian,Sebastian Fanselow,-,0,1.06
tenis,19/02/2018,Norbert Gombos,Sergiy Stakhovsky,-,0,1.15
tenis,19/02/2018,Zhe Li,Shinta Fujii,Shinta Fujii,1,1.18
tenis,19/02/2018,Luke Saville,Sho Katayama,-,0,1.24
tenis,19/02/2018,Yuuya Kibi,Shuichi Sekiguchi,-,0,1.22
tenis,19/02/2018,Ramkumar Ramanathan,Stefan Kozlov,-,0,1.14
tenis,19/02/2018,Prajnesh Gunneswaran,Stephane Robert,-,0,1.07
tenis,19/02/2018,Kaichi Uchida,Takanyi Garanganga,-,0,1.02
tenis,19/02/2018,Christian Garin,Thanasi Kokkinakis,-,0,1.2
tenis,19/02/2018,Stefano Napolitano,Thiemo De Bakker,Thiemo De Bakker,1,1.14
tenis,19/02/2018,Pedja Krstin,Tigre Hank,Tigre Hank,1,1.02
tenis,19/02/2018,Jordan Thompson,Tim Puetz,Tim Puetz,1,1.02
tenis,19/02/2018,Darian King,Tim Smyczek,-,0,1.21
tenis,19/02/2018,Tim Puetz,Tobias Kamke,-,0,1.22
tenis,19/02/2018,Adam Pavlasek,Tomislav Brkic,-,0,1.16
tenis,19/02/2018,Carlos Berlocq,Tommy Robredo,-,0,1.18
tenis,19/02/2018,Adrian Bodmer,Tristan Lamasine,-,0,1.15
tenis,19/02/2018,Adam Pavlasek,Uladzimir Ignatik,-,0,1.18
tenis,19/02/2018,Salvatore Caruso,Vincent Millot,-,0,1.06
tenis,19/02/2018,Laurynas Grigelis,Yannick Jankovits,-,0,1.13
tenis,19/02/2018,Michal Przysiezny,Yasutaka Uchiyama,-,0,1.25
tenis,19/02/2018,Brydan Klein,Ze Zhang,-,0,1.17
tenis,19/02/2018,Jordan Thompson,Zhe Li,Zhe Li,1,1.24
tenis,26/02/2018,Marcos Giron,Adrian Menendez Maceiras,-,0,1.07
tenis,26/02/2018,Simone Bolelli,Alessandro Giannessi,-,0,1.14
tenis,26/02/2018,Darian King,Alexander Sarkissian,-,0,1.04
tenis,26/02/2018,Jozef Kovalik,Andrea Collarini,Andrea Collarini,1,1.18
tenis,26/02/2018,Guido Andreozzi,Andrej Martin,-,0,1.06
tenis,26/02/2018,Hiroyasu Ehara,Andrew Whittington,-,0,1.01
tenis,26/02/2018,Sebastian Fanselow,Ante Pavic,-,0,1.04
tenis,26/02/2018,Juan Ignacio Londero,Arthur De Greef,-,0,1.06
tenis,26/02/2018,Gleb Sakharov,Blaz Kavcic,-,0,1.03
tenis,26/02/2018,Jeremy Chardy,Bradley Klahn,-,0,1.1
tenis,26/02/2018,Denis Kudla,Brayden Schnur,-,0,1
tenis,26/02/2018,Wishaya Trongcharoenchaikul,Cheong Eui Kim,-,0,1.07
tenis,26/02/2018,Guido Andreozzi,Christian Garin,-,0,1.13
tenis,26/02/2018,Vasek Pospisil,Christian Harrison,Christian Harrison,1,1.11
tenis,26/02/2018,Roberto Quiroz,Daniel Dutra Da Silva,-,0,1.17
tenis,26/02/2018,Pedro Cachin,Daniel Munoz De La Nava,-,0,1.05
tenis,26/02/2018,Stephane Robert,Daniel Nguyen,Daniel Nguyen,1,1.2
tenis,26/02/2018,Hiroki Moriya,Daniel Nguyen,-,0,1.2
tenis,26/02/2018,Martin Klizan,Darian King,-,0,1.2
tenis,26/02/2018,Maximiliano Estevez,Dario Acosta,Dario Acosta,1,1.16
tenis,26/02/2018,Cameron Norrie,Denis Kudla,-,0,1.06
tenis,26/02/2018,Christian Harrison,Dennis Novikov,-,0,1.15
tenis,26/02/2018,Go Soeda,Di Wu,Di Wu,1,1.07
tenis,26/02/2018,Peter Polansky,Evan King,-,0,1.02
tenis,26/02/2018,Marcos Giron,Evan Song,-,0,1.22
tenis,26/02/2018,Federico Gaio,Facundo Arguello,-,0,1.08
tenis,26/02/2018,Simone Bolelli,Federico Gaio,Federico Gaio,1,1.08
tenis,26/02/2018,Cameron Norrie,Filip Peliwo,-,0,1.16
tenis,26/02/2018,Gonzalo Villanueva,Franco Agamenone,-,0,1.18
tenis,26/02/2018,Yasutaka Uchiyama,Go Soeda,-,0,1.06
tenis,26/02/2018,Gonzalo Villanueva,Gonzalo Lama,-,0,1.04
tenis,26/02/2018,Juan Ignacio Galarza,Gonzalo Villanueva,-,0,1.2
tenis,26/02/2018,Martin Klizan,Henri Laaksonen,-,0,1.19
tenis,26/02/2018,Tatsuma Ito,Hiroki Moriya,-,0,1.24
tenis,26/02/2018,Jordan Thompson,Hiroyasu Ehara,-,0,1.07
tenis,26/02/2018,Alessandro Giannessi,Hugo Dellien,-,0,1.19
tenis,26/02/2018,Yuki Bhambri,Ivan Dodig,Ivan Dodig,1,1.18
tenis,26/02/2018,Joao Domingues,Ivan Nedelko,-,0,1.05
tenis,26/02/2018,Tobias Kamke,Jason Jung,-,0,1.06
tenis,26/02/2018,Tatsuma Ito,Jason Kubler,-,0,1.11
tenis,26/02/2018,Andrea Collarini,Javier Marti,-,0,1.14
tenis,26/02/2018,Nicolaas Scholtz,Jeevan Nedunchezhiyan,-,0,1.03
tenis,26/02/2018,Darian King,Jeremy Chardy,-,0,1.24
tenis,26/02/2018,Ivan Nedelko,Joao Souza,-,0,1.16
tenis,26/02/2018,Hiroki Moriya,John Millman,Hiroki Moriya,0,1.15
tenis,26/02/2018,Yasutaka Uchiyama,Jordan Thompson,Yasutaka Uchiyama,0,1.01
tenis,26/02/2018,Joao Domingues,Jose Hernandez,-,0,1.06
tenis,26/02/2018,Alessandro Giannessi,Jozef Kovalik,-,0,1.14
tenis,26/02/2018,Juan Ignacio Londero,Juan Carlos Saez,Juan Carlos Saez,1,1.05
tenis,26/02/2018,Alessandro Giannessi,Juan Ignacio Galarza,-,0,1.22
tenis,26/02/2018,Stefano Travaglia,Karim Mohamed Maamoun,Karim Mohamed Maamoun,1,1
tenis,26/02/2018,Ricardas Berankis,Kevin King,-,0,1.18
tenis,26/02/2018,Hiroki Moriya,Konstantin Kravchuk,-,0,1.16
tenis,26/02/2018,Pedja Krstin,Laslo Djere,-,0,1.17
tenis,26/02/2018,Marius Copil,Liam Broady,Liam Broady,1,1.07
tenis,26/02/2018,Hiroyasu Ehara,Luca Margaroli,Luca Margaroli,1,1.08
tenis,26/02/2018,Mackenzie Mcdonald,Luis Patino,Luis Patino,1,1.12
tenis,26/02/2018,Ernests Gulbis,Lukas Lacko,-,0,1.09
tenis,26/02/2018,Marinko Matosevic,Luke Bambridge,Luke Bambridge,1,1.07
tenis,26/02/2018,Ricardas Berankis,Marcelo Arevalo,Marcelo Arevalo,1,1.04
tenis,26/02/2018,Vasek Pospisil,Marcos Giron,-,0,1.09
tenis,26/02/2018,Christian Harrison,Marinko Matosevic,-,0,1.02
tenis,26/02/2018,Darian King,Marius Copil,Darian King,0,1.15
tenis,26/02/2018,Jozef Kovalik,Martin Cuevas,Martin Cuevas,1,1.12
tenis,26/02/2018,Andrej Martin,Mathias Bourgue,-,0,1
tenis,26/02/2018,Carlos Gomez Herrera,Matias Franco Descotte,Matias Franco Descotte,1,1.22
tenis,26/02/2018,Tobias Kamke,Matteo Donati,-,0,1.12
tenis,26/02/2018,Quentin Halys,Matthias Bachinger,-,0,1.13
tenis,26/02/2018,Roberto Cid,Mauricio Echazu,-,0,1.08
tenis,26/02/2018,Carlos Gomez Herrera,Maximiliano Estevez,Maximiliano Estevez,1,1.24
tenis,26/02/2018,Sho Katayama,Michal Przysiezny,-,0,1.2
tenis,26/02/2018,Henri Laaksonen,Mikhail Youzhny,-,0,1.2
tenis,26/02/2018,Christian Garin,Miljan Zekic,-,0,1.19
tenis,26/02/2018,Stefan Kozlov,Mirza Basic,-,0,1.09
tenis,26/02/2018,Marius Copil,Mitchell Krueger,-,0,1.04
tenis,26/02/2018,Takuto Niki,N Sriram Balaji,-,0,1.02
tenis,26/02/2018,Dennis Novikov,Nicolaas Scholtz,-,0,1.05
tenis,26/02/2018,Alexander Sarkissian,Nicolaas Scholtz,-,0,1.12
tenis,26/02/2018,Juan Ignacio Galarza,Patricio Heras,-,0,1.04
tenis,26/02/2018,Federico Gaio,Pedja Krstin,-,0,1.23
tenis,26/02/2018,Guilherme Clezar,Pedro Sakamoto,-,0,1.22
tenis,26/02/2018,Enrique Lopez Perez,Pedro Sousa,Enrique Lopez Perez,0,1.09
tenis,26/02/2018,Martin Klizan,Peter Polansky,-,0,1.14
tenis,26/02/2018,Jordan Thompson,Prajnesh Gunneswaran,-,0,1.03
tenis,26/02/2018,Alexander Sarkissian,Purav Raja,-,0,1.14
tenis,26/02/2018,Gleb Sakharov,Rajeev Ram,-,0,1.19
tenis,26/02/2018,Kevin King,Ramkumar Ramanathan,-,0,1.13
tenis,26/02/2018,Dudi Sela,Ricardo Ojeda Lara,-,0,1.06
tenis,26/02/2018,Juan Ignacio Galarza,Roberto Cid,-,0,1.23
tenis,26/02/2018,Renzo Olivo,Roberto Quiroz,-,0,1.17
tenis,26/02/2018,Mitchell Krueger,Sebastian Fanselow,-,0,1.01
tenis,26/02/2018,Martin Klizan,Sergiy Stakhovsky,-,0,1.08
tenis,26/02/2018,Hiroki Moriya,Sho Katayama,-,0,1.22
tenis,26/02/2018,Hiroki Moriya,Shuichi Sekiguchi,-,0,1.13
tenis,26/02/2018,Guido Andreozzi,Simone Bolelli,-,0,1.11
tenis,26/02/2018,Peter Polansky,Stefan Kozlov,-,0,1.08
tenis,26/02/2018,Ernests Gulbis,Stefano Travaglia,-,0,1.15
tenis,26/02/2018,Jordan Thompson,Stephane Robert,Stephane Robert,1,1.22
tenis,26/02/2018,Blaz Kavcic,Sumit Nagal,-,0,1.14
tenis,26/02/2018,Yasutaka Uchiyama,Tatsuma Ito,-,0,1.25
tenis,26/02/2018,Dudi Sela,Tim Smyczek,-,0,1.2
tenis,26/02/2018,Pedro Sakamoto,Tommy Robredo,Pedro Sakamoto,0,1.12
tenis,26/02/2018,Martin Klizan,Vasek Pospisil,-,0,1.02
tenis,26/02/2018,Christian Harrison,Yannick Hanfmann,-,0,1.02
tenis,26/02/2018,Di Wu,Ze Zhang,-,0,1.06
tenis,26/02/2018,Hiroyasu Ehara,Zhe Li,-,0,1.24
tenis,05/03/2018,Jozef Kovalik,Alessandro Giannessi,-,0,1.22
tenis,05/03/2018,Alex Bolt,Alexey Vatutin,-,0,1.07
tenis,05/03/2018,Guido Andreozzi,Andrej Martin,-,0,1.24
tenis,05/03/2018,Pedja Krstin,Arthur De Greef,-,0,1.25
tenis,05/03/2018,Marco Cecchinato,Carlos Gomez Herrera,-,0,1.08
tenis,05/03/2018,Ronald Slobodchikov,Cheong Eui Kim,-,0,1.24
tenis,05/03/2018,Tommy Robredo,Christian Garin,-,0,1.24
tenis,05/03/2018,Carlos Gomez Herrera,Christian Lindell,-,0,1.04
tenis,05/03/2018,N Sriram Balaji,Chuhan Wang,-,0,1.01
tenis,05/03/2018,Pedro Cachin,Daniel Gimeno Traver,-,0,1.2
tenis,05/03/2018,Malek Jaziri,Di Wu,-,0,1.1
tenis,05/03/2018,Renzo Olivo,Enrique Lopez Perez,-,0,1.1
tenis,05/03/2018,Thomaz Bellucci,Facundo Arguello,Facundo Arguello,1,1.08
tenis,05/03/2018,Carlos Gomez Herrera,Facundo Bagnis,-,0,1.24
tenis,05/03/2018,Hugo Dellien,Franco Agamenone,Franco Agamenone,1,1.19
tenis,05/03/2018,Jozef Kovalik,Gastao Elias,-,0,1.16
tenis,05/03/2018,Maverick Banes,Gerard Granollers,-,0,1.09
tenis,05/03/2018,Salvatore Caruso,Go Soeda,-,0,1.21
tenis,05/03/2018,Jose Hernandez,Gonzalo Villanueva,-,0,1.02
tenis,05/03/2018,Marco Cecchinato,Guido Andreozzi,-,0,1.23
tenis,05/03/2018,Rogerio Dutra Silva,Hernan Casanova,-,0,1.12
tenis,05/03/2018,Facundo Arguello,Hernan Casanova,-,0,1.13
tenis,05/03/2018,Carlos Gomez Herrera,Hugo Dellien,-,0,1.21
tenis,05/03/2018,Gerard Granollers,Jacob Grills,-,0,1.16
tenis,05/03/2018,Oscar Otte,Jason Kubler,-,0,1.22
tenis,05/03/2018,Hernan Casanova,Javier Marti,-,0,1.15
tenis,05/03/2018,Rogerio Dutra Silva,Joao Domingues,-,0,1.19
tenis,05/03/2018,Carlos Gomez Herrera,Joao Souza,-,0,1.19
tenis,05/03/2018,Pedro Cachin,Joao Souza,-,0,1.19
tenis,05/03/2018,Facundo Arguello,Jose Hernandez,-,0,1.02
tenis,05/03/2018,Carlos Gomez Herrera,Jozef Kovalik,-,0,1.17
tenis,05/03/2018,Juan Ignacio Londero,Juan Ignacio Galarza,-,0,1.12
tenis,05/03/2018,Carlos Gomez Herrera,Juan Ignacio Londero,-,0,1.07
tenis,05/03/2018,Alex Bolt,Malek Jaziri,-,0,1.15
tenis,05/03/2018,Joao Souza,Martin Cuevas,-,0,1.09
tenis,05/03/2018,Christian Garin,Mathias Bourgue,-,0,1.19
tenis,05/03/2018,Jason Kubler,Maverick Banes,-,0,1.15
tenis,05/03/2018,Hernan Casanova,Michel Vernier,-,0,1.14
tenis,05/03/2018,Maverick Banes,N Sriram Balaji,-,0,1.08
tenis,05/03/2018,Alex Bolt,Oscar Otte,-,0,1.01
tenis,05/03/2018,Guido Andreozzi,Pedja Krstin,-,0,1.07
tenis,05/03/2018,Miljan Zekic,Pedro Sakamoto,-,0,1.08
tenis,05/03/2018,Tommy Robredo,Pedro Sousa,-,0,1.09
tenis,05/03/2018,Thomaz Bellucci,Renzo Olivo,-,0,1.23
tenis,05/03/2018,Pedro Cachin,Roberto Cid,-,0,1.1
tenis,05/03/2018,Juan Ignacio Londero,Roberto Quiroz,-,0,1.18
tenis,05/03/2018,Carlos Gomez Herrera,Rogerio Dutra Silva,-,0,1.03
tenis,05/03/2018,Alex Bolt,Ronald Slobodchikov,Ronald Slobodchikov,1,1.16
tenis,05/03/2018,Gerard Granollers,Ruikai Wang,Ruikai Wang,1,1.19
tenis,05/03/2018,Alex Bolt,Salvatore Caruso,-,0,1.21
tenis,05/03/2018,Marco Cecchinato,Simone Bolelli,-,0,1.03
tenis,05/03/2018,Oscar Otte,Stefano Napolitano,-,0,1.25
tenis,05/03/2018,Stefano Napolitano,Tatsuma Ito,-,0,1.16
tenis,05/03/2018,Jozef Kovalik,Thomaz Bellucci,-,0,1.19
tenis,05/03/2018,Javier Marti,Tomas Lipovsek Puches,-,0,1.17
tenis,05/03/2018,Marco Cecchinato,Tommy Robredo,-,0,1.14
tenis,05/03/2018,Joao Souza,Victor Nunez,-,0,1.16
tenis,05/03/2018,Mikhail Elgin,Yan Bai,-,0,1.25
tenis,05/03/2018,Jason Jung,Ze Zhang,Ze Zhang,1,1.16
tenis,05/03/2018,Oscar Otte,Zhizhen Zhang,-,0,1.12
tenis,12/03/2018,Edward Corrie,Adrien Bossel,-,0,1.19
tenis,12/03/2018,Henri Laaksonen,Alejandro Gomez Gb42,-,0,1.07
tenis,12/03/2018,Filip Peliwo,Alejandro Gonzalez,-,0,1.24
tenis,12/03/2018,Jurgen Zopp,Alex Bolt,-,0,1.11
tenis,12/03/2018,Zhe Li,Alexey Vatutin,-,0,1.17
tenis,12/03/2018,Vasek Pospisil,Ante Pavic,Ante Pavic,1,1.14
tenis,12/03/2018,Denis Kudla,Antoine Escoffier,-,0,1.17
tenis,12/03/2018,Mikhail Kukushkin,Austin Krajicek,Austin Krajicek,1,1.09
tenis,12/03/2018,Mikhail Kukushkin,Bjorn Fratangelo,-,0,1.15
tenis,12/03/2018,Uladzimir Ignatik,Blaz Kavcic,-,0,1.06
tenis,12/03/2018,Denis Kudla,Brayden Schnur,-,0,1.02
tenis,12/03/2018,Kamil Majchrzak,Cheong Eui Kim,-,0,1.11
tenis,12/03/2018,Brayden Schnur,Christian Harrison,-,0,1.11
tenis,12/03/2018,Stefano Napolitano,Christopher Rungkat,Christopher Rungkat,1,1
tenis,12/03/2018,Frank Dancevic,Constant Lestienne,-,0,1.15
tenis,12/03/2018,Tatsuma Ito,Di Wu,-,0,1.2
tenis,12/03/2018,Antoine Escoffier,Edward Corrie,-,0,1.11
tenis,12/03/2018,Marton Fucsovics,Elias Ymer,Elias Ymer,1,1
tenis,12/03/2018,Vasek Pospisil,Evan King,Evan King,1,1.24
tenis,12/03/2018,Joris De Loore,Franco Skugor,-,0,1.23
tenis,12/03/2018,Brayden Schnur,Frank Dancevic,-,0,1.24
tenis,12/03/2018,Cheong Eui Kim,Gerard Granollers,-,0,1.06
tenis,12/03/2018,Blaz Rola,Gianluigi Quinzi,-,0,1.08
tenis,12/03/2018,Mirza Basic,Gilles Simon,-,0,1.19
tenis,12/03/2018,Constant Lestienne,Gleb Sakharov,-,0,1.14
tenis,12/03/2018,Salvatore Caruso,Go Soeda,-,0,1.22
tenis,12/03/2018,Jared Hiltzik,Henri Laaksonen,-,0,1.23
tenis,12/03/2018,Salvatore Caruso,Hiroki Moriya,-,0,1.16
tenis,12/03/2018,Mikhail Kukushkin,Jared Donaldson,-,0,1.18
tenis,12/03/2018,Denis Kudla,Jared Hiltzik,Jared Hiltzik,1,1.08
tenis,12/03/2018,Ruan Roelofse,Jared Hiltzik,-,0,1.19
tenis,12/03/2018,Viktor Galovic,Jason Kubler,-,0,1.17
tenis,12/03/2018,Alejandro Gomez Gb42,Jc Aragone,-,0,1.17
tenis,12/03/2018,Christian Harrison,John Patrick Smith,-,0,1.15
tenis,12/03/2018,Hiroki Moriya,Jordan Thompson,-,0,1.04
tenis,12/03/2018,Denis Kudla,Joris De Loore,Joris De Loore,1,1.2
tenis,12/03/2018,Tatsuma Ito,Jurgen Zopp,-,0,1.16
tenis,12/03/2018,Hiroki Moriya,Kamil Majchrzak,-,0,1.06
tenis,12/03/2018,Jc Aragone,Liam Broady,-,0,1.21
tenis,12/03/2018,Steve Johnson,Lukas Lacko,-,0,1.02
tenis,12/03/2018,Jared Hiltzik,Luke Bambridge,-,0,1.04
tenis,12/03/2018,Blaz Rola,Martins Podzus,Martins Podzus,1,1.24
tenis,12/03/2018,Mikhail Youzhny,Matthew Ebden,-,0,1.05
tenis,12/03/2018,Bjorn Fratangelo,Michael Mmoh,-,0,1.06
tenis,12/03/2018,Brayden Schnur,Michal Przysiezny,-,0,1.12
tenis,12/03/2018,Xin Gao,Mikhail Elgin,-,0,1.13
tenis,12/03/2018,Antoine Escoffier,Nathan Pasha,Nathan Pasha,1,1.04
tenis,12/03/2018,Vasek Pospisil,Nicolaas Scholtz,Nicolaas Scholtz,1,1.13
tenis,12/03/2018,Malek Jaziri,Nikola Milojevic,-,0,1.2
tenis,12/03/2018,Ze Zhang,Oscar Otte,-,0,1.14
tenis,12/03/2018,Frederik Nielsen,Pavel Krainik,-,0,1.22
tenis,12/03/2018,Tim Smyczek,Pedja Krstin,-,0,1.04
tenis,12/03/2018,Marton Fucsovics,Philipp Petzschner,Philipp Petzschner,1,1.12
tenis,12/03/2018,Jared Donaldson,Radu Albot,-,0,1.11
tenis,12/03/2018,Gilles Simon,Ricardas Berankis,-,0,1.04
tenis,12/03/2018,Martins Podzus,Ronald Slobodchikov,-,0,1.19
